Active;x1;pmv1;x2;pmv2;x3;pmv3;x4;pmv4;x5;pmv5;LUMO;HOMO;GapHL;Dipole_Moment;ASA;a_aro;a_count;a_heavy;balabanJ;chi0;KierFlex;lip_acc;lip_don;logS;mr;rings;vdw_area;vdw_vol;Weight;weinerPath;weinerPol;zagreb;apol;bpol;McGowan_Volume;PetitjeanNumber;CPCM1;CPCM2;CPCM3;CPCM4;CPCM5;SMD1;SMD2;SMD3;SMD4;SMD5;mol
1;92,5639572;481,782349;88,8988724;996,220642;427,77713;455,321777;-6,02800179;474,095428;65,602829;479,68219;-0,01633;-0,31974;-8,256271556;0,593;594,69684;10;49;23;1,4667822;16,070704;4,3678932;3;1;-4,1627598;9,5534191;3;329,66129;467,68329;310,44098;1302;35;116;55,538618;32,319382;2,6011;0,5;-277,942718;-275,9402945;-275,979668;-278,7634629;-279,4365327;-286,4618878;-282,7731155;-282,3794003;-284,0347293;-279,9653889;O(C)c1cc2c(CCC[C@H]3[C@H](C=C)CNCC3)ccnc2cc1
1;97,5601883;487,402588;100,461464;1001,177;433,388214;457,846008;-1,85546219;528,858337;66,4072266;484,267242;-0,01668;-0,33808;-8,74580824;5,1389;554,73523;12;43;26;1,8177905;18,474327;3,0803072;5;0;-4,9765401;9,9611893;4;347,19791;470,36414;368,81998;1314;55;146;53,321481;26,796519;2,6033;0,5;-221,4708006;-218,935326;-218,9844279;-222,5355625;-223,4216992;-229,2323797;-226,8901914;-226,5224642;-227,3712857;-222,8658692;Clc1cc2[C@]3(c4ccccc4)OC(C)=CC(=O)N3CC(=O)N(C)c2cc1
1;101,448845;522,952026;100,956131;1097,03333;462,102905;489,69931;-5,63457489;535,646729;71,5145111;520,285706;-0,0256;-0,33832;-8,509611552;2,51;662,01349;12;50;27;1,2916201;19,225405;4,9337907;3;0;-4,6694398;10,341873;3;360,85226;500,78455;371,427;2326;39;136;57,874239;31,445761;2,7912;0,5;-269,3131336;-266,9358065;-266,9822566;-270,2971426;-271,1087334;-278,9850436;-275,8958248;-275,4654337;-276,9173598;-271,7060977;Fc1ccc(C(=O)CCCN2CCC(C(=O)c3ccc(F)cc3)CC2)cc1
1;81,6175613;423,910828;74,5747223;861,610596;379,507477;405,480225;-5,64951849;400,674255;59,745369;426,28302;0,01633;-0,3213;-9,187452508;0,8584;507,43118;6;46;21;1,6631665;14,449383;2,7992482;2;1;-3,7082801;8,524229;4;286,39594;425,28442;283,41501;794;42;120;52,011825;29,310175;2,3378;0,5;-263,6654583;-262,3061274;-262,3330308;-264,217168;-264,6671335;-272,0077589;-269,2321473;-268,8904397;-270,2908052;-264,5316047;Oc1cc2c(cc1)C[C@@H]1N(CC=C)CC[C@]32[C@H]1CCCC3
1;120,267075;609,755859;116,167244;1226,51355;544,096436;579,662476;-4,50039864;619,540466;84,2406921;609,193726;0,00117;-0,33593;-9,17303036;3,3731;682,58844;12;62;30;1,7309461;21,562267;5,8157187;5;0;-4,57969;12,077432;3;453,41904;596,35187;408,54199;2419;52;152;69,943376;42,774624;3,337;0,5;-345,5998473;-343,2087073;-343,2555774;-346,585136;-347,3959211;-355,4797248;-351,9708447;-351,4986429;-353,8266467;-348,1867774;O=C(N(c1ccccc1)[C@@]1(C(=O)OC)[C@@H](C)CN(CCc2ccccc2)CC1)CC
1;117,312714;603,750671;115,34523;1242,73376;536,888367;569,623718;-6,34070301;604,560974;81,3705521;598,586243;-0,02024;-0,31917;-8,134363588;3,11;717,43506;18;57;30;1,2727584;20,924074;5,1997433;3;0;-6,28825;12,473859;4;427,29572;593,29559;418,96799;2709;50;156;68,945411;34,854589;3,2883;0,466666667;-310,3010498;-308,0812301;-308,1248703;-311,2112748;-311,9579752;-323,6895526;-320,283633;-319,8143763;-319,4812313;-310,6537572;Clc1ccc(C(=O)CN(CCCN2c3c(cccc3)CCc3c2cccc3)C)cc1
1;80,3644485;397,963348;89,1272736;852,805725;349,730652;365,332672;-0,478178531;463,863586;54,6424141;395,293213;-0,03153;-0,34663;-8,57437516;2,7865;496,39252;12;30;21;1,8378657;14,982763;3,168551;5;2;-4,2561998;8,0203314;3;272,51389;361,51163;322,151;819;38;112;39,905137;14,936863;2,073;0,5;-145,0274484;-142,0714511;-142,1292459;-146,2499924;-147,2579652;-151,7601164;-147,6996266;-147,4012685;-151,6492938;-151,9675604;Clc1c(C2=N[C@H](O)C(=O)Nc3c2nc(Cl)cc3)cccc1
1;119,453323;608,318542;122,528709;1256,70789;539,959717;570,371094;-4,39310932;645,036072;80,4367065;604,22113;-0,04026;-0,3151;-7,478836144;8,3856;715,52612;12;54;33;1,3400162;23,112156;4,4052916;9;0;-6,23558;12,244261;5;433,65189;578,62415;464,91299;3057;61;182;65,668653;34,171347;3,2306;0,466666667;-281,799196;-277,7295628;-277,8094263;-283,4725244;-284,8474321;-292,9623645;-288,0595897;-287,6113383;-290,5214771;-289,9319124;Clc1c(C2=NCC=3N(C(=O)/C(=C/N4CCN(C)CC4)/N=3)c3c2cc([N+](=O)[O-])cc3)cccc1
1;103,173721;516,190491;110,792725;1087,84631;454,079041;477,034821;-1,71075845;579,482117;69,6330109;512,602051;-0,02749;-0,33918;-8,481583604;3,89;625,61169;12;43;26;2,0382938;19,26722;5,6088109;6;3;-4,8863001;10,230668;2;382,14648;474,72858;394,258;1697;41;128;53,081481;24,278519;2,7609;0,461538462;-219,8527269;-216,566962;-216,6320308;-221,1853199;-222,2718011;-227,4264964;-223,5652041;-223,1682431;-227,660269;-226,3192649;Clc1c(C(=O)c2c(N(C(=O)CNC(=O)CN)C)ccc(Cl)c2)cccc1
1;121,001404;612,453613;118,939606;1236,68359;548,794189;584,752136;-4,21726561;624,121643;85,6060715;614,898438;-0,02251;-0,37395;-9,563244704;6,0648;647,9776;0;63;32;1,6759964;23,31119;5,9792113;7;1;-5,1217799;11,825151;4;443,81433;592,80737;466,95798;2580;68;180;70,704583;42,931417;3,3741;0,5;-346,3049153;-342,5029925;-342,5764789;-347,9047154;-349,2367591;-352,5536847;-349,1818184;-348,7266374;-353,8885646;-351,1685064;ClCOC(=O)[C@]1(OC(=O)OCC)[C@]2(C)[C@@H]([C@@H]3[C@@H]([C@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1
1;85,5550156;426,681824;93,116539;900,994202;375,623138;394,328186;-0,935335219;488,379822;57,7769203;422,126465;-0,05121;-0,36197;-8,456276816;1,0954;512,84082;12;35;23;1,8385612;16,560114;3,0498962;6;1;-5,7551198;8,5761385;3;292,12866;394,44028;329,74298;1065;42;122;44,047516;17,732484;2,2481;0,444444444;-176,9401117;-173,7006167;-173,7639807;-178,2784956;-179,3810048;-182,6464901;-179,419296;-179,0985566;-181,3360474;-181,2373288;Clc1c(C2=N[C@H](C)C(=O)Nc3c2cc([N+](=O)[O-])cc3)cccc1
1;55,480751;265,720337;67,6124649;598,278015;226,807877;233,66568;2,04655766;363,444763;38,4092751;265,264648;-0,01511;-0,38405;-10,0394477;3,3131;374,4726;0;18;11;3,7880983;9,0689144;6,3546433;4;3;-1,69028;4,318892;0;205,05299;201,75587;221,47099;164;12;48;22,051551;11,190449;1,3134;0,5;-84,27043533;-82,22416452;-82,26461617;-85,10305474;-85,78342566;-87,98531241;-85,44025752;-85,22654841;-89,3350644;-88,37072058;ClC(Cl)(Cl)[C@@H](O)NC(=O)NC
1;75,2130661;384,210754;76,894165;808,735718;339,606812;358,306244;-3,20186019;405,46109;52,3084793;381,521515;-0,00855;-0,32132;-8,510972132;2,2436;492,30988;12;34;19;1,7710553;13,242276;2,6079109;2;0;-4,3629999;7,9287577;3;269,2438;370,97519;270,763;638;33;100;42,541895;20,118105;2,0582;0,5;-181,0349295;-179,3682154;-179,4007706;-181,7250899;-182,2944151;-189,6634557;-186,5145282;-186,2112609;-187,0784246;-183,0768838;Clc1cc2C(c3ccccc3)=NCCN(C)c2cc1
1;55,0892982;290,400085;49,2762909;597,815735;257,649658;276,745697;-4,57679653;267,101715;42,671463;292,582581;0,123;-0,35581;-13,0291862;1,4102;375,29092;0;34;13;2,0314968;9,3199911;1,2747325;1;2;-3,1388199;5,3085175;3;194,63472;280,02933;179,30699;192;21;84;36,222653;22,297347;1,5734;0,25;-203,6092682;-202,8695512;-202,8843131;-203,9059648;-204,1464635;-208,3106646;-206,267481;-206,0137546;-207,3591859;-202,5883016;NC12C[C@]3(C)C[C@](C)(C1)CC(C2)C3
1;63,6350822;322,945099;69,6008072;700,526489;281,548615;294,704132;-1,55362821;377,021118;42,0576668;321,049438;0,00695;-0,32763;-9,104457128;5,3536;446,66577;6;29;16;1,7182111;11,380469;2,7852058;5;1;-1,88387;5,813602;2;224,2011;286,56989;223,228;479;19;78;32,336309;21,577691;1,6039;0,444444444;-156,7339795;-153,958024;-154,0122987;-157,8804804;-158,8241346;-159,688845;-156,837507;-156,5726679;-160,3783612;-161,564556;O(C[C@@H]1OC(=O)NC1)c1c(OC)cccc1
1;91,5322495;473,105072;88,9168625;975,311768;421,589966;447,434235;-5,3425746;471,325745;62,4916039;472,267212;-0,00267;-0,29125;-7,852723528;2,4628;567,76605;12;46;23;1,7886294;16,449383;4,2993627;3;1;-3,8796599;9,6424837;3;343,2937;460,42139;329,46399;1108;40;122;54,380239;31,319761;2,5826;0,5;-251,1666158;-249,1536748;-249,1933473;-251,9891795;-252,6628282;-259,0430683;-255,8093929;-255,4262966;-256,9965106;-252,1033106;O(C)c1cc2[C@@](O)(CCCN(C)C)c3c(Sc2cc1)cccc3
1;44,7921486;230,240875;50,4077988;507,747009;198,054001;207,093033;-1,4824667;272,453888;29,7824459;228,03154;0,00754;-0,32297;-8,993705916;2,1284;346,42245;6;20;11;2,2611735;8,2675848;1,5038276;3;2;-1,23238;4,2307181;1;166,14714;203,71646;151,16499;162;11;50;22,785137;11,456863;1,1724;0,5;-107,5843574;-105,5164281;-105,55661;-108,4466062;-109,1602351;-111,086634;-108,8329118;-108,6456779;-111,2385809;-110,9006004;O=C(Nc1cc(O)ccc1)C
1;52,2505455;266,776764;54,169323;573,981689;232,553146;244,896332;-1,89901757;297,721161;37,1222954;266,60376;0,01576;-0,34328;-9,770052864;1,1135;377,69217;6;26;11;2,1560433;8,1044483;2,4061491;1;1;-1,51406;4,8865047;1;185,78801;242,87378;149,237;168;11;48;28,701895;17,058105;1,3798;0,428571429;-149,2276824;-148,2862475;-148,3050066;-149,6059291;-149,912702;-154,4624132;-152,3701909;-152,1381101;-152,6727114;-149,1460466;N([C@@H](Cc1ccccc1)C)C
1;82,5725479;405,321747;89,3032074;858,867126;355,294556;372,898346;0,351381361;480,971222;57,5698051;404,547089;-0,00367;-0,37742;-10,1703355;1,8101;505,34067;0;37;19;3,0107996;14,629392;3,2053633;5;1;-3,2193;7,2474256;1;309,61768;362,02985;262,30899;646;35;92;41,248274;25,191726;2,0903;0,444444444;-197,9102571;-196,0781442;-196,1143438;-198,6554903;-199,2639036;-202,696058;-201,2996092;-200,964266;-201,8101234;-199,320442;O=C1N(C)C(=O)NC(=O)[C@@]1([C@@H](C#CCC)C)CC=C
1;71,2467194;373,325256;65,7966995;765,986145;334,327545;356,552856;-5,36304283;352,935638;49,8069763;375,240845;0,00779;-0,31646;-8,8233613;1,9201;458,93188;6;39;20;1,6751543;13,6459;1,7141017;3;1;-1,9922;7,5500684;5;236,96695;373,19138;269,34399;618;46;128;45,293067;24,666933;2,0061;0,428571429;-217,761136;-215,6550177;-215,6960994;-218,6350248;-219,3567452;-224,6336717;-221,2717378;-220,9803938;-224,4324934;-222,3562397;Oc1c2O[C@@H]3C(C)=CC[C@@H]4N(C)[C@@H]5Cc(c2[C@]34C5)cc1
1;78,6004181;412,16626;70,9855881;828,726196;367,866058;394,680328;-5,90567303;381,466888;55,8291473;411,258026;0,00838;-0,31763;-8,871253716;1,2669;482,46832;6;45;22;1,6742141;15,275657;2,2507169;4;2;-2,19205;8,1790981;5;272,13904;412,04446;301,38599;801;52;140;50,522239;29,039761;2,2487;0,5;-253,5929926;-251,5359195;-251,5761694;-254,4424357;-255,1419703;-260,3121652;-257,1453557;-256,8242149;-260,8479546;-258,5553046;Oc1c2O[C@H]3[C@](O)(C)CC[C@@H]4[C@@H]5N(C)CC[C@]34c2c(cc1)C5
1;38,5822945;189,48909;44,4001541;423,625092;161,508606;167,417694;0,599387348;252,805298;27,4232349;190,390121;0,06221;-0,39792;-12,52087351;1,5691;292,00839;0;17;7;3,4051423;5,9142137;1,4537086;1;1;-1,16284;2,9844105;0;144,34021;157,18996;98,144997;44;6;28;18,02993;10,93207;0,9267;0,5;-94,57431635;-93,81812315;-93,83313225;-94,87990706;-95,12853775;-96,15535661;-95,04198059;-94,85835602;-95,56720275;-93,44407445;O[C@](C#C)(CC)C
1;159,26033;818,882141;158,339584;1680,67786;727,729126;771,782776;-7,90371275;833,093018;108,672173;813,118347;-0,02052;-0,29163;-7,377336876;2,3986;972,2843;18;77;41;0,99799424;28,769009;9,394165;8;0;-6,9480901;16,438372;5;596,34503;784,47675;598,164;7258;69;214;90,954548;56,617452;4,3823;0,476190476;-415,5575007;-411,467929;-411,5488249;-417,2187153;-418,574243;-427,8398025;-422,0873997;-421,4346256;-425,638813;-420,6291297;Clc1cc2N(CCCN3CCN(CCOC(=O)c4cc(OC)c(OC)c(OC)c4)CC3)c3c(Sc2cc1)cccc3
1;76,7282028;401,828583;71,2008667;814,968872;359,379913;384,525208;-5,52745152;378,201904;54,2700081;403,102905;0,0052;-0,32289;-8,927853844;4,9009;473,79581;6;43;22;1,704676;15,275657;2,0558774;4;1;-2,40609;8,1432095;5;266,90247;404,70108;299,37;788;55;140;49,188653;27,811347;2,2057;0,5;-240,8096609;-237,9541704;-238,0091495;-242,0172922;-243,0251113;-246,661676;-243,3805404;-243,0802078;-247,3114805;-246,1215218;O=C1[C@]2(C)Oc3c(O)ccc4c3[C@]32[C@H]([C@@H](N(C)CC3)C4)CC1
1;107,545998;567,021912;100,905144;1156,99304;507,604797;542,372925;-8,59793282;527,409729;75,7792053;565,341675;-0,01595;-0,32469;-8,401309384;6,7127;677,46442;6;60;29;1,277756;19,957455;4,0951848;5;1;-4,6945601;11,334094;5;376,27588;561,55969;393,53101;2187;51;162;67,814583;40,425417;3,106;0,461538462;-341,1645172;-338,5018474;-338,5535704;-342,2769816;-343,1997921;-352,2678956;-348,6694424;-348,2222905;-351,2131742;-346,5953258;O=C(NC1C[C@@H]2N(C)[C@H](C1)CC2)C=1C(=O)c2c(N(C3CCCCC3)C=1)cccc2
1;127,645973;645,829041;123,000397;1275,45667;580,519165;620,445984;-4,54039431;641,50769;90,0756683;644,900574;-0,01674;-0,36777;-9,552087948;1,8646;654,07654;5;65;35;1,5392905;25,38854;5,7084827;6;1;-6,71872;13,26704;5;475,69781;645,69;521,43701;3148;81;206;76,69579;40,34221;3,6659;0,5;-350,8841131;-346,5375051;-346,6206063;-352,7422397;-354,302594;-358,2173082;-353,9186211;-353,4728537;-358,9992156;-355,7475895;ClCC(=O)[C@@]1(OC(=O)c2occc2)[C@H](C)C[C@@H]2[C@@]1(C)C[C@H](O)[C@]1(Cl)[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21
1;129,491562;673,023132;120,522789;1356,95251;603,980042;645,187683;-8,63565636;640,625549;91,0635452;671,967834;0,0058;-0,31077;-8,614376212;4,6289;770,45667;12;69;34;1,056373;23,122746;5,3661895;5;1;-5,5955601;13,660604;6;461,20679;666,2569;479,06799;3653;65;192;79,999755;46,240245;3,6815;0,466666667;-387,8463226;-384,8736257;-384,9321481;-389,0626662;-390,0592712;-402,571997;-397,1194614;-396,6099924;-400,8021104;-394,3446084;Clc1cc2N(CCCN3CCC4(C(=O)N[C@H]5[N@@]4CCCC5)CC3)c3c(cccc3)CCc2cc1
1;115,967514;604,510803;101,92701;1189,56067;545,848511;587,313416;-8,81737614;540,497864;82,1548691;605,792114;-0,01321;-0,34973;-9,157247632;6,0062;646,4162;6;67;34;1,4231188;24,095648;3,9584212;4;2;-5,6390901;12,715453;6;426,33932;632,00153;464,577;2819;84;208;76,809169;39,194831;3,4946;0,461538462;-373,3190489;-370,4236794;-370,4803156;-374,5159093;-375,5025893;-382,2286689;-378,9539779;-378,5120434;-382,2775991;-377,8905557;F[C@@]12[C@@H](O)C[C@@]3(C)[C@]4(C(=O)CO)[C@H](C[C@H]3[C@@H]1CCC=1[C@@]2(C)C=CC(=O)C=1)Cc1c(cccc1)C4
1;93,5488739;486,94693;85,4308777;979,351074;436,125458;467,214447;-6,40055037;457,96701;66,4672928;487,866058;0,01068;-0,31397;-8,83424594;3,683;563,46216;6;53;26;1,4283216;17,681435;2,9727256;5;3;-2,7298999;9,5362921;6;305,24176;479,95813;357,44998;1356;60;164;59,271411;33,412589;2,6215;0,454545455;-299,7829513;-296,9808503;-297,0355984;-300,9426492;-301,8989572;-308,331552;-304,0928411;-303,7229985;-309,9026899;-307,4696571;O[C@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@@](O)([C@H](N(CC2CCC2)CC3)C4)CC1
1;93,3833313;485,015289;88,8449936;982,498718;434,104858;463,15625;-5,62141418;471,358978;64,6571198;486,80899;0,01078;-0,31312;-8,81383724;5,7319;558,86682;6;51;26;1,5594842;18,26722;2,9850326;5;2;-2,9570401;9,6397486;5;325,86002;480,60913;355,43399;1379;60;158;57,937825;32,184175;2,6441;0,454545455;-285,7221199;-281,684434;-281,7620699;-287,432022;-288,8593957;-292,8789084;-287,8696654;-287,5192268;-294,9998898;-294,3990129;O=C1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@@](O)([C@H](N(C/C=C(\C)/C)CC3)C4)CC1
1;65,9050217;339,495697;67,1456375;723,11615;299,751404;315,88092;-3,32904673;358,588104;44,9200211;338,532654;-0,01612;-0,3246;-8,394234368;2,542;455,34406;10;32;16;1,8148706;11,380469;2,2022882;2;1;-3,56513;6,7750883;2;237,19847;324,3429;212,29599;460;22;78;37,508688;19,471312;1,8056;0,444444444;-177,8879299;-176,2243782;-176,2571789;-178,5670786;-179,1228893;-186,0558829;-182,8759301;-182,6077096;-183,594932;-180,6358735;N(=C(\NC)/Cc1cc2c(cc1)cccc2)\C
1;105,778107;545,551331;103,39209;1127,39697;483,314148;513,829285;-5,84185791;555,435852;72,9382401;541,107849;-0,02708;-0,32029;-7,978713236;4,1336;666,43414;15;52;29;1,0408013;19,794317;3,7283354;6;1;-4,9229002;10,886338;5;365,39719;521,84454;394,44998;2647;46;160;60,617239;33,840761;2,8557;0,470588235;-279,925361;-277,1538194;-277,2079229;-281,0746131;-282,0237715;-290,4633349;-286,5603352;-286,130793;-287,780945;-284,1930807;Fc1cc2onc(CCCN3CCC(N4C(=O)Nc5c4cccc5)CC3)c2cc1
1;88,3439713;448,869537;95,0257416;968,945496;393,122681;412,486847;-2,78732753;501,159637;58,4184456;446,048065;-0,01465;-0,36059;-9,413580904;4,0817;588,19836;12;40;22;1,4664145;15,62311;4,0900817;6;3;-1,79255;8,558054;2;315,22012;407,32111;298,34601;1383;26;102;46,166274;23,573726;2,3184;0,466666667;-219,7186907;-215,579469;-215,6602937;-221,4324044;-222,8453422;-227,174842;-221,6865034;-221,3450846;-227,8592285;-229,1450989;O=C(NCc1ccccc1)CCNNC(=O)c1ccncc1
1;53,5951424;271,542999;55,5327415;582,852295;237,692764;250,033859;-1,5996176;306,046906;38,0000229;272,500092;0,00891;-0,33969;-9,48596376;3,0811;374,27243;6;26;12;1,901908;8,3889055;1,6959175;2;0;-0,55057001;4,9848509;2;182,58775;245,94708;162,23599;191;14;60;29,135102;18,604898;1,371;0,5;-147,4071335;-146,1749429;-146,1988562;-147,9226832;-148,350664;-152,8467007;-150,5126316;-150,2830612;-151,1420343;-148,6379805;CN1[C@H](c2cnccc2)CCC1
1;57,6280251;290,472015;62,5904045;625,940735;253,572601;266,15686;-1,02903581;338,053864;39,6103096;290,488586;-0,00917;-0,35857;-9,50773304;4,0415;388,3949;6;27;13;2,4073429;9,681798;2,411536;3;0;-0,82130003;5,3346176;1;216,00461;261,022;178,235;252;17;58;29,937102;19,562898;1,4953;0,428571429;-150,0787134;-148,2073064;-148,2434529;-150,8666639;-151,5227417;-154,0571503;-151,7447938;-151,5058905;-153,6173594;-152,9692929;O=C(N(CC)CC)c1cnccc1
1;60,4193916;309,529114;67,1441116;674,039124;269,946228;282,513489;-2,05712843;353,736115;40,3535461;307,838593;-0,04871;-0,33391;-7,76074832;4,5581;420,25195;11;28;17;1,9735358;12,413849;2,2313123;6;5;-3,6912501;6,1106219;2;221,30524;282,38727;233,22699;511;24;86;32,400723;13,217277;1,6588;0,5;-132,784246;-130,0941291;-130,1466425;-133,8997349;-134,8209555;-137,1097691;-134,3081718;-134,0744837;-135,1366815;-134,7829811;O=[N+]([O-])c1c(-c2oc([C-]([N+H3])N)cc2)cccc1
1;71,2232971;362,197968;74,6271057;770,341858;319,020752;335,349396;-2,6376071;394,935577;48,6226845;358,515106;-0,02452;-0,34105;-8,613287748;3,3162;472,33444;12;30;19;1,7579554;13,242276;2,3317215;3;1;-4,6376801;7,5924883;3;246,75822;346,10907;270,71899;643;32;100;38,916723;15,383277;1,933;0,5;-153,3596131;-151,2450974;-151,286444;-154,233767;-154,9541999;-160,7977033;-157,8974757;-157,6171776;-159,2165287;-157,3795839;Clc1cc2C(c3ccccc3)=NCC(=O)Nc2cc1
1;68,0566177;357,319519;62,9058533;734,412476;318,471283;340,251251;-5,30302668;336,041534;47,8947639;357,66803;0,00292;-0,3217;-8,833429592;2,2831;439,59128;6;37;20;1,6621199;13,482763;1,8031312;4;3;-1,51632;7,2572179;5;221,06299;355,66864;271,31598;620;46;126;43,001481;21,160519;1,9239;0,428571429;-204,6896617;-202,5168103;-202,5595833;-205,5792264;-206,3085547;-210,8672292;-207,599151;-207,3200812;-211,8343795;-211,5460336;O[C@@H]1[C@H]2Oc3c(O)ccc4c3[C@]32[C@H]([C@@H](NCC3)C4)C=C1
1;89,2725525;468,540833;84,2554398;963,338684;420,059082;446,701782;-6,99010038;441,71814;60,4925766;464,25177;-0,01524;-0,29325;-7,565096916;1,6435;576,09436;12;44;24;1,3708339;16,095648;3,5442336;1;0;-5,4120102;10,251501;5;309,18369;472,35818;353,91699;1216;41;138;56,47586;26,54414;2,6092;0,444444444;-237,3529146;-235,5830251;-235,6178973;-238,0763808;-238,6689307;-248,3665492;-245,0958021;-244,7323222;-245,2450228;-238,8176055;Clc1cc2/C(=C/[C@H]3C4CCN(C3)CC4)/c3c(Sc2cc1)cccc3
1;78,1268768;405,477631;81,9688187;867,818054;357,411133;375,637756;-4,3862257;425,435486;52,2178917;402,404114;-0,04422;-0,3376;-7,983339208;1,4916;532,61432;17;34;23;1,4233378;15,648053;2,0487776;6;0;-2,38059;8,5965567;4;281,6792;394,27484;301,30899;1175;37;124;43,556723;18,923277;2,1542;0,5;-173,3433842;-169,8177624;-169,8855146;-174,8402108;-176,0930005;-181,3124258;-177,0395396;-176,7475133;-178,9588628;-180,2226227;O=C(c1ncccc1)c1c2n(C(c3ccncc3)=CC=N2)nc1
1;85,4313278;438,187927;84,3684845;909,906006;389,18042;412,250336;-3,9946754;451,405396;59,7615776;436,199585;0,0059;-0,33479;-9,270720004;0,8641;548,72144;12;42;21;1,5657673;14,23384;2,4326351;1;1;-4,5495901;8,7531586;4;269,2341;421,87051;275,39499;842;38;116;50,302653;23,617347;2,291;0,444444444;-234,045348;-232,6485721;-232,6761368;-234,6146907;-235,0801274;-244,5719627;-241,5475516;-241,1943384;-241,1354377;-234,461371;N(CC/C=C/1\c2c([C@H]3[C@@H](c4c\1cccc4)C3)cccc2)C
1;93,5912781;487,814758;92,6858292;1022,07141;433,27536;459,157501;-6,25303841;481,013214;64,9973221;486,33847;0,00448;-0,32018;-8,834518056;1,9934;618,81116;12;48;25;1,190069;17,062267;3,6108358;5;1;-3,7955501;9,7720699;4;343,33423;475,41821;337,423;1744;37;132;55,440239;32,637761;2,608;0,466666667;-265,2192228;-262,7479832;-262,7966979;-266,2282258;-267,0538814;-276,0104117;-272,6732474;-272,2937086;-273,7656152;-269,7514861;O(CCN1CCC(N2C(=O)Nc3c2cccc3)CC1)c1ccccc1
1;46,7433243;233,264481;54,0251617;516,143433;200,97937;209,118927;0,127059713;300,030396;29,998085;233,630188;0,03107;-0,36192;-10,69388668;4,4093;332,04077;0;21;11;2,3573821;8,4307213;1,6229012;5;3;0,2361;3,7402496;1;164,86235;190,02916;158,157;157;11;52;21,83393;14,16807;1,1351;0,5;-116,1508473;-113,3397641;-113,3949166;-117,3059207;-118,2539558;-117,9633589;-115,1262005;-114,9404412;-121,3520638;-124,5076845;O=C(N)CN1C(=O)C[C@H](O)C1
1;113,272888;579,769226;107,560478;1164,76074;518,16626;553,751465;-5,50119829;574,114868;80,9692459;580,919861;-0,01385;-0,37203;-9,746650888;7,6026;637,1662;0;62;31;1,6767969;22,930357;4,6160913;6;2;-3,9916101;11,141329;4;412,0097;567,19312;434,504;2357;69;180;68,279583;39,882417;3,2107;0,5;-343,5553287;-340,2363031;-340,3008888;-344,9375522;-346,0814937;-349,5308712;-346,2913261;-345,8458647;-351,2667291;-348,8265766;F[C@@H]1C=2[C@@](C)([C@H]3[C@@H](O)C[C@@]4(C)[C@](O)(C(=O)COC(=O)C)[C@H](C)C[C@H]4[C@@H]3C1)C=CC(=O)C=2
1;48,3969383;249,044739;54,0879517;547,680115;216,622498;226,082443;-1,66938281;293,022156;30,8694458;247,883682;-0,00088;-0,35269;-9,573312996;5,0989;359,00034;6;21;13;1,9316536;9,2591486;1,268561;4;2;-2,3447399;4,7463832;2;170,01277;224,22487;176,175;239;16;66;24,978344;12,279656;1,2615;0,428571429;-110,4590759;-107,5580052;-107,6137439;-111,6908554;-112,721696;-115,0272938;-111,5385061;-111,3625155;-114,874474;-116,1908148;O=C1[C@@H](c2ccccc2)OC(N)=N1
1;116,799713;606,5047;113,115471;1251,64819;539,150452;573,803833;-7,33114719;593,619873;79,3915253;604,889526;-0,01229;-0,30609;-7,99476808;2,6437;726,64471;9;60;30;1,0077797;20,501425;5,1863828;6;0;-4,3204598;12,046413;5;410,38828;576,04425;426,58499;2982;49;164;69,38779;44,25221;3,2284;0,470588235;-334,072507;-331,0126277;-331,0727267;-335,328767;-336,3599756;-346,5991607;-342,3320713;-341,8576986;-345,4829683;-341,3495727;O=C1N(CCCCN2CCN(c3nsc4c3cccc4)CC2)C(=O)[C@@H]2[C@H]1CCCC2
1;106,950325;555,451294;103,963211;1147,0863;495,271393;525,961792;-6,90375757;548,210022;72,5290527;551,219177;-0,01106;-0,278;-7,263864504;0,5607;669,57123;12;53;27;1,3003089;18,639618;6,048594;4;1;-4,4183402;11,372689;4;402,1402;536,48401;403,978;2000;43;142;63,478618;37,063382;3,0191;0,5;-290,1705833;-287,540015;-287,5921295;-291,2368548;-292,1059769;-302,5134902;-297,6023346;-297,1713421;-301,0336694;-296,1926573;Clc1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3
1;77,085762;389,218384;78,0729675;820,988037;345,605896;364,365387;-2,38896585;420,000488;54,0503349;391,292603;0,0101;-0,33635;-9,42745882;1,4546;492,48636;6;39;18;2,1082475;13,010225;3,4597187;3;0;-2,3546801;7,3080988;2;284,56027;364,57959;247,338;568;29;90;43,106653;27,811347;2,0501;0,5;-219,4587124;-217,9812862;-218,0105985;-220,0562533;-220,5427119;-226,0269857;-223,6829955;-223,3582051;-224,9563712;-221,4448321;O=C(OCC)C1(c2ccccc2)CCN(C)CC1
